,Comments,Quality,Difficulty,Dates,TeacherID
838,"Professor Robinson was such a great English professor!  He includes humor with wisdom, fair grading with challenge, and fun with work.  Thanks, Professor, for starting my college English career so enjoyably!",5.0,3.0,"Aug 8th, 2004",73400
839,No Comments,4.0,3.0,"Jul 22nd, 2004",73400
840,No Comments,4.0,1.0,"Mar 25th, 2004",73400
841,No Comments,3.5,4.0,"Oct 24th, 2002",73400
842,The first is a great way for me is to make a living wage is not be a bad day to get to,5.0,3.0,"Jun 22nd, 2021",1706447
843,The first is a great way for me is to make a living wage is not be a bad day to get to,,,,1706447
844,"Undoubtedly a true expert. At the same time, an unpleasant and rude person.",2.5,4.0,"Jun 19th, 2009",545456
845,Vladimir Rokhlin is an outstanding researcher. His advise on numerical analysis and programming have saved me years.,5.0,1.0,"Jul 17th, 2007",545456
846,"This guy's a real expert and reputed to be a giant in the field. I've gone through a couple of courses on numerical methods, and his was by far the best -- his was unusually useful and clear. I'd pay good money to get this guy's take on numerics and programming.",5.0,3.0,"Jan 15th, 2007",545456
847,"THE POSTER CHILD FOR CANELLING TENURE.  This guy hates everything good in the world.  If you say, ""sky is blue,"" he'll argue with you.  And he can't argue or discuss anything without insulting.",1.0,3.0,"Dec 30th, 2004",545456
848,"Romero is a really good professor. His class can get tough at times, but he truly helps you out as much as possible in order to make you understand the material. He's passionate, dedicated, and fair. It's apparent that he LOVES American Literature!",4.5,2.0,"Sep 10th, 2010",1475663
849,"Great professor, great advisor. Soft spoken so listen closely. Knows her stuff, expert in her field, no-nonsense, kind, informative, accessible outside class, has a sense of humour. Classes are heavy on participation, so do the readings. Will be an invaluable mentor if you ask for help. One of the best profs at the Law School.",5.0,3.0,"Jan 27th, 2017",2229489
850,"Brad Rosen is the kind of guy who you'd love as your professor and the kind of guy you'd want to be your best friend. His lectures catch your attention with witty jokes and comments throughout, and he always finds away to make sure you take something new with you everytime you leave class. Beware of some hard assignments, but overall great!",5.0,1.0,"Jan 16th, 2018",2336632
851,Prof. Rosenbluth was awesome! She's incredibly approachable and managed to make a subject that can go so wrong (gender studies-ish stuff) SO interesting. Hands down one of my favorite profs from college.,5.0,3.0,"Apr 16th, 2010",819034
852,Good teacher,4.5,4.0,"Mar 16th, 2008",819034
853,No Comments,4.0,2.0,"Mar 9th, 2006",819034
854,"Means well, but horrible at teaching linear algebra. Frequently messes up examples he puts on the board. Instead of problem sets, he has quizzes every Thursday. 9am class is brutal, but still made it to Woads most weeks. If there weren't quizzes no one would show up to class because he essentially just reads the textbook for lectures.",1.0,2.0,"May 9th, 2017",2257740
855,Rubenfeld is disengaged from students and pre-occupied with his weak constitutional theory and past theatrical life.   As a scholar he is wanting and as a small group professor for 1Ls he is simply awful.  His small group classes are renown for their lack of cohesion.  Failed to write promised references.  An irresponsible man.,1.5,3.0,"Apr 25th, 2016",2133308
856,Kind and approachable. Really cares about every student in her class. Best professor I've had at Yale.,5.0,3.0,"Sep 23rd, 2013",84919
857,She's a tough professor though she certainly knows how to teach spanish. I thought she was too intimidating.,3.5,4.0,"Jan 16th, 2007",84919
858,I have to agree with the last post (don't know what the one before is talking about). Prof. Sabe has a great sense of humor and really made the class enjoyable. Definitely recommend!,5.0,3.0,"Dec 13th, 2005",84919
859,"Prof. Sabe is one of the best teachers I've ever had. She's fun and demanding at the same time. I never missed a class, really learned a lot, and it didnt hurt that she is gorgeous.",5.0,4.0,"Dec 6th, 2005",84919
860,No Comments,4.5,3.0,"Jun 12th, 2003",84919
861,No Comments,5.0,3.0,"Nov 21st, 2002",84919
862,"The worst teacher I've ever had and awful class organization. Poorly selected papers to read, boring class assignment. Most sessions were meaningless student discussion without any clear lead. Learned nothing about research from this crappy class. It was totally a waste of my tuition and time. He might be a good researcher, but his teaching sucks",1.5,3.0,"May 8th, 2011",1576109
863,Stay away from him. I mean it.,1.0,3.0,"Mar 29th, 2017",397436
864,No Comments,1.0,3.0,"May 20th, 2007",397436
865,"Idiosyncratic grading.  Poorly structured lectures.  Tenure really shows in his case--highly respected in his field, but an awful teacher.",1.5,3.0,"Apr 28th, 2004",397436
866,very very great teacher,5.0,4.0,"Oct 21st, 2019",655235
867,very very great teacher,5.0,3.0,"Oct 21st, 2019",655235
868,a good teacher,5.0,3.0,"Apr 5th, 2018",655235
869,"Great class, learned a lot. Prof Sargis is very knowledgeable.",4.5,3.0,"Apr 22nd, 2008",655235
870,Love the Sarge.,5.0,2.0,"Feb 28th, 2008",655235
871,he's the only reason i'm willing to walk almost a mile up the hill to handle dead bodies.,5.0,3.0,"Feb 2nd, 2008",655235
872,No Comments,,,,655235
873,Great lecturer! Really fun and interesting! Wow!,4.0,2.0,"Dec 7th, 2016",63747
874,Enjoyed his lectures. Interesting personality.,3.5,3.0,"May 14th, 2009",63747
875,wonderful,4.5,2.0,"Mar 4th, 2006",63747
876,Great lecturer. Engaging and interesting.,4.0,4.0,"Sep 16th, 2005",63747
877,He was one of my favorite professors I've had at Yale!,4.5,3.0,"Jan 10th, 2005",63747
878,"Professor Scholl was a well-organized professor, and he knew what he wanted to discuss in each class.  His manner of testing, and the large size of his class, however, prevented him from being a truly excellent lecturer.",3.5,2.0,"Jan 1st, 2005",63747
879,"Professor Scholl is one of the best teachers I've ever had- even in a big lecture he is funny, clear, and engaging. He posts lecture notes online before class and is willing to answer questions after class or during office hours. Professor Scholl is a fabulous teacher.",4.5,3.0,"Dec 25th, 2004",63747
880,Awesome lecturer,5.0,3.0,"Nov 15th, 2004",63747
881,BEST PROFESSOR EVER,5.0,3.0,"Oct 28th, 2004",63747
882,great lecturer!  would put notes on-line before each lecture - soo helpful :)  clear explainations,3.5,3.0,"Aug 7th, 2003",63747
883,No Comments,5.0,3.0,"May 1st, 2003",63747
884,No Comments,4.0,4.0,"Apr 22nd, 2003",63747
885,No Comments,3.0,3.0,"Feb 2nd, 2003",63747
886,Hands down best professor ever,4.5,4.0,"Feb 13th, 2016",2099662
887,Great Professor all around,5.0,3.0,"May 10th, 2018",1102147
888,He is a very caring professor. Always available to help.,4.0,4.0,"Nov 20th, 2017",1102147
889,Great Expositur,3.0,4.0,"Jul 7th, 2014",1102147
890,Dr S. is very patient and good.Explains everything until you understand it.Highly recommend him.,5.0,2.0,"Mar 26th, 2012",1102147
891,He is an excellent lecturer.Patient and passionate about his subject,3.5,2.0,"Oct 17th, 2011",1102147
892,Dr. Selig really rocks my world. He lectures well.,5.0,1.0,"Jun 29th, 2011",1102147
893,He is very good,4.5,4.0,"Apr 1st, 2009",1102147
894,"Very organized,and explains very clearly definitly recommend",4.5,3.0,"Dec 18th, 2008",1102147
895,Three cheers,5.0,3.0,"Feb 10th, 2008",1102147
896,"Probably the greatest course you will ever take. A rapturously energetic and tacitly profound journey into the world of mechanics, brilliantly interspersed with witty jokes that make these lectures as entertaining as they are informative. Inspiring and life-changing. You'll see the world differently after taking this course.",5.0,3.0,"Aug 17th, 2020",1456235
897,"Probably the greatest course you will ever take. A rapturously energetic and tacitly profound journey into the world of mechanics, brilliantly interspersed with witty jokes that make these lectures as entertaining as they are informative. Inspiring and life-changing. You'll see the world differently after taking this course.",5.0,3.0,"Feb 7th, 2020",1456235
898,"I watched this professor's lectures on Open Yale courses that were recorded in 2006. As an IB student, it gave me a lot of insight on what physics with calculus is like in university and better cultured me for IB physics HL.",5.0,3.0,"Jan 21st, 2019",1456235
899,great teacher,5.0,3.0,"Nov 4th, 2018",1456235
900,He is the reason i don't have to sit through boring lectures of my professor's. Just go through his free youtube videos and learn more than just to pass an exam. His presentation skills are amazing and his knowledge is mind-blowing. one of the best physics professor there is.,5.0,2.0,"Apr 24th, 2018",1456235
901,Best prof ever.,5.0,4.0,"Mar 24th, 2018",1456235
902,I love his notation and mathematical symbols,5.0,2.0,"Aug 9th, 2017",1456235
903,Best prof ever!!!!!,5.0,2.0,"Jul 6th, 2017",1456235
904,After my long struggles with physics I gave up. But it took this professor to restored my hopes again. I am now doing a degree in Physics. Thank for free lectures online.,5.0,3.0,"Jul 6th, 2017",1456235
905,His lectures on You tube are best ever. I can now watch them for free. Be blessssss. Thank so much.,5.0,3.0,"Jul 6th, 2017",1456235
906,He teaches students to think beyond passing an exam and Quiz . I was studying Medicine before I came across his lectures. Now I am Majoring in Physics. Thank YOU GENIUS.,5.0,3.0,"Jul 6th, 2017",1456235
907,Best professor now and ever. Can't thank him enough.,5.0,4.0,"Jul 6th, 2017",1456235
908,I was so bad in Physics as hell but after finding his videos on Youtube my performance in Physics raised to A.,5.0,3.0,"Jul 6th, 2017",1456235
909,This professor knows his stuff. Thanks sooooo much for give free lectures.,5.0,2.0,"Jul 6th, 2017",1456235
910,He is my Role Model.,5.0,2.0,"Jul 6th, 2017",1456235
911,Best Physics teacher in the World,5.0,3.0,"Jul 6th, 2017",1456235
912,I came across his videos on Youtube. And since that days my life have never been the same again. He made fall in love with Physics.,5.0,3.0,"Jul 6th, 2017",1456235
913,He makes you love Physics. Best ever.,5.0,3.0,"Jul 6th, 2017",1456235
914,If you want to understand Physics he is definitely the best choice. I watch his online video every day. HE MADE you think beyond the exam and homework he challenges you to think outside the subject.,5.0,2.0,"Jul 6th, 2017",1456235
915,He is the best Professor.,5.0,3.0,"Feb 10th, 2017",1456235
916,Superb Proffessor,,,,1456235
917,He makes complex and dense topics incredibly easy to understand and digest. He has a pretty monotonous tone but just do yourself the favour and listen to whatever he's saying bec you're gonna need it. Despite his accomplishments he's not condescending when he teaches and doesn't impose his views on us,5.0,4.0,"Dec 5th, 2017",993693
918,Shapiro is an accomplished man but not a very enthusiastic teacher.  Countless times he zoned out during discussion in his seminar 'Democracy and Distribution'.  Not very helpful or encouraging during office hours.  Obviously teaches his classes begrudgingly.  Typical Yale polisci prof: dead inside and disinterested in teaching.,3.0,3.0,"Sep 12th, 2008",993693
919,"Interesting professor, good class -- but only if you're interested in the material.",4.0,3.0,"Apr 19th, 2008",993693
920,"Great teacher, great lecturer. Makes you want to go to class.",5.0,3.0,"May 18th, 2007",993693
921,"She certainly cares about the Persian language and wants her students to learn. She pushes us to improve and continuously raises the bar for our performance. I've learned a lot, but I've also been discouraged by her interpersonal style. At times, she has shamed and rebuked students in front of the class, making the classroom environment stressful.",4.0,4.0,"May 27th, 2015",1795639
922,"I took Persian earlier and found out I was way behind when I started at Yale, but Professor Shayesteh was great about helping me catch up and I learned a lot. You have to go to class and keep up. The Persian she taught me is a huge help now in grad school. Take her course. You wont be sorry! Shes the greatest!",5.0,3.0,"Jan 2nd, 2015",1795639
923,Recommend! Your Persian will improve a lot and you'll enjoy getting to know Persian literature through short storiesreadings.  You'll also write often and receive careful feedback. L5 is definitely the best of all Persian courses because it is less about grammar and more about engaging readings (almost a reward for L1-L4 hard work) which is fun!,5.0,3.0,"Dec 19th, 2014",1795639
924,"This is an intensive language course; however, by the end of the semester you'll realize that you've learned a lot in terms of writing a 3-page long if you were graduate student. Be prepared to attend a mandatory language table on Sundays with our great TA, for 20 minutes or so. You'll learn about the Iranian culture which makes you eager to visit.",3.5,4.0,"Dec 9th, 2014",1795639
925,"She has high standards and will push you to learn as much as possible. Be prepared to put in enough time for homework, and you'll get a lot out of the class. ",5.0,3.0,"Dec 2nd, 2014",1795639
926,"Professor Shayesteh was great as an L1 language professor. Students, in a single semester, learn to write several pages of Farsi; to engage in basic conversation; and to read short dialogues. Throughout the class, Iranian culture was taught with the grammar. Though tough, Shayesteh is clear in her expecatations and great at explaining the language.",4.0,4.0,"Dec 2nd, 2014",1795639
927,"I would highly recommend this course! The class is definitely a lot of work, but you will be amazed by the amount of Persian you'll know at the end of one semester. If you're interested in actually learning a language, take this course!",4.5,4.0,"Dec 2nd, 2014",1795639
928,"PERS 110 with Dr. Shayesteh was much more helpful than I thought it'd be. By the end of the course, I was able to read and write very well and could even carry on a conversation with a native speaker. Just like any language course, you get as much as you give in terms of time and effort. Dr. Shayesteh is easily the best language professor I've had.",4.5,3.0,"Dec 2nd, 2014",1795639
929,"This course was critical to my progress in Farsi. I am a native Farsi speaker but had no experience in reading, writing, and formal speaking. Prof. Shayesteh provided a robust foundation in all of these facets and I can now write 4 page essays in Persian at the end of one semester. This is an excellent course for those who work hard. ",5.0,1.0,"Dec 2nd, 2014",1795639
930,"She is there if you need her, quick to respond to emails, the TA's are also available and approachable.   Sometimes with the content it can get confusing and there's a lot thrown at you but as long as you are patient it's not the end of the world.   Not easy, but worth it if you are serious about learning. ",5.0,2.0,"Dec 2nd, 2014",1795639
931,"This was my second Persian course, and was much better than my first. Some students thought it was a hard class, but they weren't ready (I think their prof wasn't very good). If you keep up with the class and do the optional homework, it isn't had to do well and the professor is pretty helpful.  Regular attendance helps a lot and it's required.",4.5,2.0,"Jan 30th, 2013",1795639
932,He's amazing,5.0,3.0,"Sep 10th, 2018",1887583
933,"I'd taken Professor Shiller's Financial Markets MOOC on Coursera. His lectures are extremely interesting and provide a very different perspective from most ""textbook teachers."" Love his general philosophy on finance and teaching.",5.0,4.0,"Dec 20th, 2017",1887583
934,good scholar not a good professor,3.0,4.0,"Apr 30th, 2016",1887583
935,Professor Shiller is very clear-cut and concise about a subject that tends to be a little rough around the edges. I am taking this class through Coursera to earn a certificate and have found the first week to be challenging but rewarding as I have already learned a lot. Take notes during his lectures.,4.5,2.0,"Jan 24th, 2016",1887583
936,Found his lectures on YouTube to help with a paper that I was writing for my Econ course and may I just say that his teaching style is very clear and profound. I was very impressed and wish he was my actual teacher. Look up his lecture on central bank independence. I enjoy his quirky personality,4.5,3.0,"Dec 14th, 2015",1887583
937,"Professor Shiller teaches at a very good level. He pauses a lot, and is not, in that way very charismatic, but if you pay attention, you will quickly realise he is one of the finest instructors of Financial Markets out there.",5.0,2.0,"Jun 11th, 2015",1887583
938,This is an academic course as it should be:  Full of ideas that the teacher has developed over a lifetime of careful thought - ,4.5,2.0,"Apr 24th, 2015",1887583
939,Shiller is wwell known to those in finance with his case shiller index,4.5,2.0,"Jun 14th, 2014",1887583
940,"Took his Financial Markets on Coursera and found his explanations to be very clear. Although, he does pause quite often it is obvious to even a layman like myself that he is trying really think how best to explain Financial Markets, so everyone can understand. Great and brilliant professor. Take his class if you have a little interest in Finance.",5.0,1.0,"Apr 20th, 2014",1887583
941,"While Professor Simon does give a lot of HW, he gives clear feedback to help you improve on future assignments.",5.0,3.0,"May 17th, 2018",677667
942,"really, really horrendous",1.0,1.0,"Jan 10th, 2006",677667
943,Professor Simons goes out of her way to make sure that her students understand the material and have a little fun along the way. She always is on top of her e-mail even late at night and will always be willing to meet with you outside of class. She also reviews problem sets before they're due!,3.0,2.0,"Dec 7th, 2012",1777465
944,"I took his Calculus class at Housatonic Community College after I failed calculus at UConn. Best professor I've ever had. He explained things very well, there was not a lot of homework, and the tests were easy if you understand the material. He also lets you bring in a cheat sheet for each test. I will genuinely miss this class.",5.0,3.0,"May 9th, 2018",2140489
945,"(to the Moderator, class taken in Fall '12) Prof. Smooke is one of the better in this department. He is pretty good about keeping the class from becoming boring, and seems to enjoy teaching students. Overall the class wasn't very memorable, but that was okay given the nature of Multi. Nice guy - I'd shoot the breeze with him if given a chance.",4.5,3.0,"Jan 9th, 2016",2099665
946,"Tim Snyder is a really smart guy and one of the leading historians in the world when it comes to Eastern Europe. Naturally, this makes him possibly the cockiest professor I've ever had. The lectures are great, but you'll never speak to him. The TA's are terrible, the reading is ridiculous but nobody does it. Lot of material for very short exams.",3.0,3.0,"May 9th, 2017",994369
947,"Professor Snyder is a gifted lecturer, provided you're sitting in one of the front rows. He can't project all too well. Other than that, he's clear, consistent, and inspired, with a dedication to and clear love of the subject. One other issue is that he doesn't repeat dates or spell out unpronouncable Eastern European names.",5.0,3.0,"Jun 10th, 2016",994369
948,"An amazing professor, truly the best at yale i have had thus far. he's extreemly knowledgeable and compelling and lectures are a treat to attend. He's eloquent both as a lecturer and a writer. a must take for any yale student.",5.0,3.0,"Sep 6th, 2009",994369
949,"Very boring, aimless lectures. Pompous and generally unhelpful. Can't get over how clever he thinks he is.",1.0,2.0,"May 20th, 2007",994369
950,"No structure in lectures, cannot express himself clearly, lots of tangents that make no sense, not helpful on feedback and doesn't know how to communicate with students!",1.0,5.0,"Mar 20th, 2016",1820939
951,"Gagan is very interested in ideas but unfortunately he lacks enough skills to deal with people, especially with students. A real nerd",2.0,3.0,"Jun 6th, 2013",1820939
952,the pandemic messed with our semester but it was still fun. not a lot of reading but a lot of it was from news so sometimes last minute,5.0,3.0,"Dec 14th, 2020",2609612
953,The class had to change when it went online and Spector got in touch with us right away which I appreciated. I actually looked forward to this class each week. It turned into a different class than the way it started but I liked it better in some ways. Spector knows who everyone is and really cares. She is not easy but thats ok,5.0,2.0,"Jul 13th, 2020",2609612
954,the pandemic messed with our semester but it was still fun. not a lot of reading but a lot of it was from news so sometimes last minute,,,,2609612
955,"rly cool dude, skipped class still got an A. his problem sets were super useful XDXD",1.0,3.0,"Jul 29th, 2021",1827615
956,David is a bit of a bully. Watch out if you get on his badside. My condolences to his graduate students,5.0,2.0,"Jun 18th, 2020",1827615
957,"rly cool dude, skipped class still got an A. his problem sets were super useful XDXD",5.0,4.0,"Jun 18th, 2020",1827615
958,Professor Spiegel is the best organic chemistry professor I have ever taken. He goes above and beyond to be nice to his students. Always made time to meet with me during his office hours and we had great talks about career possibilities!,1.0,4.0,"Jul 2nd, 2013",1827615
959,"Worst organical chemistry teacher I have had the most diabolical of lucks to run into. Boring, useless, short-tempered teacher with little else to talk about than his previous careers in chemistry.",,,,1827615
960,"The breadth and depth of Prof. Spinks's knowledge about liturgy is remarkable, and yet his humility and openness to students' perspectives makes it a pleasure to learn from him.  He is fair to all and wants to hear from all; I think he really cares about what his students think.",5.0,3.0,"Jun 24th, 2016",397376
961,No Comments,5.0,3.0,"Nov 29th, 2006",397376
962,"Strives to answer all questions presented.  Wonderful at correspondence.  Amazing thinker and dry teacher. Conservative, friendly.",4.5,4.0,"Apr 28th, 2004",397376
963,"Sexy British accent, very interesting, very funny, very smart.",5.0,3.0,"Apr 28th, 2004",397376
964,This course was essential to my undergraduate research that I did in the Medical School in 2007. Professor Stein was supportive and helped us organizing our projects. We learned writing a proposal and a research paper as well giving a talk to our peers.  The course prepared me to do research for my MSTP.,5.0,4.0,"Apr 9th, 2017",2201840
965,"MCDB485 was a fantastic course that was running with my senior science project. I gave a talk, wrote a paper and and presented a Poster at the Yale Undergraduate research day. She was amazing supportive and great! I wish Yale would had hired more Professors than Professor Stein.",5.0,5.0,"Dec 7th, 2016",2201840
966,Professor Elke was arelease after Professor Zhong. I was able to relax in class and learned a lot. Her lectures were like story time. I would take the class with her again.,5.0,4.0,"Dec 7th, 2016",2201840
967,"I took MCDB 460 - Cell Biology of the Neuron- in  2011/12.  The course was hard, but also fun and most important I learned how to read and look at publication. How to present a Journal Club, write a critic of a paper and write a review.  Professor Stein was caring, knows the field and stories associated with it.",4.0,5.0,"Dec 2nd, 2016",2201840
968,"Very smart, very sharp, very demanding.",5.0,4.0,"Mar 21st, 2016",2029416
969,"Rutgers 11:373:495 Iss. in Agri. is Wine Economics course, also  counts toward lower level for Econ-220. Significantly intense and quite a bit study material, but Prof. Storchman good + humor made it interesting and easy to follow. A great Opportunity for research and learn about an actual industry from an authority on this subject. Great Course",5.0,2.0,"May 11th, 2012",452117
970,Karl is the best! I always looked forward to going to his class.,5.0,2.0,"Mar 17th, 2012",452117
971,"Storchman taught 110, that is, small micro sections instead of the huge lecture class. Great experience. I learned a lot. I wish I took more class from him",5.0,1.0,"Mar 4th, 2012",452117
972,I took urban economics with Karl. I thought this was wonderful class. Lots of intricate theory. But he makes it come alive. I also like that he uses video clips at times,5.0,2.0,"Mar 4th, 2012",452117
973,I think Storchmann is the best. incredibly funny an interesting. He really knows his stuff. Storchmann rocks!,5.0,5.0,"Mar 3rd, 2012",452117
974,"I have no idea why people rate Professor Storchmann now. There seems to be somebody who doesnt like Professor Storchmann, Storchmann left Yale in 2005. In any event. I took three classes with him. He is the best teacher I have ever had.",5.0,4.0,"Mar 2nd, 2012",452117
975,Storchmann rocks!,5.0,3.0,"Jan 10th, 2012",452117
976,Its not so much that he was a poor communicator but that he had no idea as to what he wanted to teach. He would come to class unprepared and ramble off the top of his head. Learned nothing-stressed every test and HW.,1.0,5.0,"Mar 26th, 2011",452117
977,A miserable experience through and through. He thinks he can come into class and contradict the textbook and lecture of the top of his head. A professor who does no preparation and no work for the class is no professor at all.,1.0,5.0,"Dec 20th, 2010",452117
978,"Horrible professor, no surprise he is gone. I have never seen such an inability to teach in life. One question: Why is he a professor?",1.0,5.0,"Dec 19th, 2010",452117
979,"Completley arbitrary grading, worthless proffesor.",1.0,5.0,"Oct 1st, 2010",452117
980,"Storchman is the best. Loved him. A bit hard to understand at first, but you get used to him and he's never boring. You'll see him riding his bike around campus all the time.",3.5,2.0,"Sep 3rd, 2005",452117
981,"First off, you get no advantage from taking the seminar; take the lecture. The class is a bit high-schoolish, and you don't really need to show up to learn the material. Storchmann at least tries to infuse humor into stuff that gets otherwise pretty dry.",3.5,2.0,"Aug 28th, 2004",452117
982,I took Prof. Strebeigh's class as a graduate student at Yale FES. It was hands down the best class I've ever taken! Professor Strebeigh is phenomenal both as a person and as a teacher.,5.0,3.0,"Aug 19th, 2017",1025887
983,By Far the best professor I have ever had at Yale.,5.0,5.0,"Sep 16th, 2008",1025887
984,"Pak Indriyo is a great professor, hilarious. He can be a bit disorganized at times. But generally, he makes sure the class is super engaging and fun. One of those classes you won't fall asleep to.",5.0,2.0,"May 30th, 2020",2603054
985,"Pak Indriyo is a great professor, hilarious. He can be a bit disorganized at times. But generally, he makes sure the class is super engaging and fun. One of those classes you won't fall asleep to.",,,,2603054
986,"After a difficult start to the class Susan's feedback helped me get to know and love archival primary research. She is great at making obscure collections and archives seem relevant to your life. Watch out for her first pass with the harsh comments and low grade, then weep with joy when she lets you revise it because she cares what you learned.",5.0,1.0,"Nov 16th, 2015",2007752
987,"Susan was a TF, not professor, but deserves all credit for our discussion sections and learning.  She's  the 1st teacher I had who took me seriously and helped me understand how to turn my interests into my majorminor, Medicine and African American Studies. Gave me confidence in my abilities and now I'm a better writer.",5.0,1.0,"Apr 29th, 2015",2007752
988,"I've never had a professor more hilarious, more intellectually engaging, more caring than Henry Sussman. Sometimes, he is incomprehensible. At others, he explodes your brain and puts it back together again. He riffs like Thelonious Monk. It's absolutely inspiring.",5.0,2.0,"Mar 23rd, 2018",204154
989,An amazing instructor. Easy-going but thoroughly knowledgeable. ,4.5,3.0,"Aug 22nd, 2015",204154
990,"Sussman's class is what you put into it.  If you want to breeize through a class, maybe he's an easy A, but if you want to work hard and really learn something, no one will help you more.  He is brilliant, open-minded, and absolutely motivates you to think differently and do better.  Probably my most influential professor at Yale.",4.5,3.0,"Nov 17th, 2005",204154
991,"he is vain, and can be vengeful, if he thinks you didnt admire his pontifications, which tend to be woolly. So think of something pleasant, and glue an interested smile on your face.",2.0,2.0,"Jul 17th, 2005",204154
992,He is a font of vapid new-agey ****.  He is a very nice professor.  If you value niceness in your professor this is the guy for you.  (He is an easy A.),2.5,1.0,"Apr 7th, 2005",204154
993,"He talks like a book, and we love it.",4.0,3.0,"May 3rd, 2003",204154
994,Jesus & Paul on Poverty and Economic Justice was absolutely phenomenal.  The direction of the course and the access to actually apply the topics covered are elements that made this class experience truly special.  Diana worked so compassionately to teach and reveal depth on God's economy and its relation to us in a present context. Just wonderful.,4.5,3.0,"May 10th, 2012",900579
995,"Diana is a gifted teacher; likely one of the best of my education career. She legitimately cares for the students and for the material and invests all of herself in her teaching for all the right reasons--to help her students grow and to effect change in our world. She is a tremendous interpreter of the Scriptures, as well.",5.0,3.0,"May 8th, 2012",900579
996,"She is one of the most gifted professors that I have ever encountered. While Biblical Studies isn't my favorite subject, her lectures and discussion leadership made the topic fascinating, and she always ties the material back to real world social justice issues. She is an exceptional mentor who truly cares about her students' academic growth.",5.0,4.0,"May 7th, 2012",900579
997,"I have taken three classes from Professor Swancutt.  She is the best professor I have ever encountered.  Her subject area knowledge is unsurpassed and her passion for the material is contagious.  She deeply cares for her students and their hearts, minds, and souls.  She puts an incredible amount of energy into her classes, as well as her students.",5.0,5.0,"May 5th, 2012",900579
998,"Professor Swancutt is one of the best professors I have encountered during my academic career. She is extremely knowledgable about the material, passionate about it, and deeply cares for every one of her students. Her intellect and energy is contagious and being in her classes inspires you to be a better student and citizen in the world.",5.0,3.0,"May 4th, 2012",900579
999,Jesus & Paul on Poverty and Economic Justice was life-changing.  Professor Swancutt is a passionate and compelling speaker who encouraged discussion throughout our seminar.  Her extensive knowledge of the New Testament complemented the study we did of modern poverty.  This is what I came to seminary for.  I will be forever grateful.,4.5,2.0,"Apr 28th, 2012",900579
1000,"This class was relevant and incredibly enlightening! Swancutt is highly skilled at facilitating informative conversations in a room packed with students who have diverse interests. She treats students as producers and not passive recipients of knowledge. She learns with us. I left the class feeling enriched, engaged, and valued!",5.0,3.0,"Apr 2nd, 2012",900579
1001,"Professor Swancutt is brilliant, ethically informed, deeply humane and personable, and provides holistic support for her students. While she teaches ancient materials, she always creatively makes them relevant to modern everyday experience. Teaching, for her, is truly about a transformative encounter between teacher, student, and text!",5.0,3.0,"Apr 1st, 2012",900579
1002,"A gifted teacher and brilliant mind, she will have an impact on you.",5.0,2.0,"Nov 14th, 2007",900579
1003,"Art Swersey is not just an excellent teacher, but an exemplary human being.  He personally calls students who are having difficulties in class and helps them get through.  Humble person.  Hilarious in class.  Beloved by students and respected by his fellow professors.  He is the heart and soul of the Yale School of Management.",5.0,2.0,"Mar 26th, 2013",1052402
1004,No Comments,5.0,2.0,"Nov 9th, 2007",1052402
1005,"Professor Ivan is amazing, I go to University in Canada, and others in my class I use him for our online help professor. I would trade my Prof. for Prof. Ivan in a heartbeat. He know his material, delivers content well, easy to follow, excellent clarity. He should get my tuition fee instead. Thumbs Up to Prof. Ivan",5.0,1.0,"Jun 28th, 2012",821675
1006,"Best Social Science professor I've ever seen. He's like my grandpa. He has several tests that are done back in the room within one hour writing two essays, and you can manage it if you do your readings. Not strict with attendance and extraordinary seminar discussions without too much intervention. A fair grader.",4.5,2.0,"Feb 6th, 2012",821675
1007,"Ivan Szelenyi is the best DUS sociology has ever seen.  He single-handedly made me enthusiastic about my senior essay in twenty minutes first semester, and it has lasted through the year.  He is passionate about sociology, passionate about undergrads, and excited to give them the opportunity to do research.  It will rub off on you.",5.0,2.0,"Mar 18th, 2006",821675
1008,Expect to think hard and revise your thinking all the time. A great intro to Yale.,5.0,1.0,"Oct 22nd, 2013",1843844
1009,"I had Professor Titus for four semesters of Russian, and she did a solid job of teaching the material. Shes a little tough, but thats understandable given the rigor of the course. She is also pretty understanding and accommodating, and a great teacher of Russian language.",4.0,3.0,"Oct 13th, 2020",1017103
1010,"I had Professor Titus for four semesters of Russian, and she did a solid job of teaching the material. Shes a little tough, but thats understandable given the rigor of the course. She is also pretty understanding and accommodating, and a great teacher of Russian language.",,,,1017103
1011,"Very interesting class, but got off-road quite frequently.",3.5,4.0,"Jul 24th, 2011",687998
1012,"When we took that class, more than half of the class rushed for his office hour and filled the corridors of the place. Miss the chance to take one of his class would be a great loss to college experience. He is kind, understanding and approachable after class. He encourages students.",5.0,3.0,"Mar 25th, 2021",2289196
1013,"When we took that class, more than half of the class rushed for his office hour and filled the corridors of the place. Miss the chance to take one of his class would be a great loss to college experience. He is kind, understanding and approachable after class. He encourages students.",4.0,4.0,"Jul 7th, 2019",2289196
1014,GOOD,,,,2289196
1015,This is the teacher I took after getting kicked out of my last class because of the dog incident and I loved her she was my valentine my only valentine she made me happy when the skies were gray!!,4.0,5.0,"Mar 24th, 2011",1138159
1016,No Comments,5.0,3.0,"Aug 5th, 2008",1138159
